id_detalle_venta,id_venta,id_producto,cantidad,precio_unitario_venta,costo_unitario_venta,descuento_linea,impuesto_linea,subtotal_linea,total_linea
1717,618,26,2,5.54,3.42,0.00,0.00,11.08,11.08
1718,618,41,5,25.24,17.87,0.00,0.00,126.20,126.20
1719,619,20,2,10.11,7.01,0.00,0.00,20.22,20.22
1720,619,24,4,28.61,14.40,0.00,0.00,114.44,114.44
1721,619,60,5,3.56,1.51,0.00,0.00,17.80,17.80
1722,619,41,5,27.72,17.87,0.00,0.00,138.60,138.60
1723,619,21,5,9.71,5.46,0.00,0.00,48.55,48.55
1724,620,58,2,4.48,2.92,0.00,0.00,8.96,8.96
1725,620,27,4,11.81,5.35,0.00,0.00,47.24,47.24
1726,620,38,4,7.77,4.85,0.00,0.00,31.08,31.08
1727,620,34,1,12.60,6.89,0.00,0.00,12.60,12.60
1728,620,3,5,14.48,7.05,0.00,0.00,72.40,72.40
1729,620,6,2,6.09,3.45,0.00,0.00,12.18,12.18
1730,621,23,2,12.50,6.91,0.00,0.00,25.00,25.00
1731,621,53,4,22.82,12.61,0.00,0.00,91.28,91.28
1732,622,19,5,33.30,20.01,0.00,0.00,166.50,166.50
1733,622,36,4,20.82,11.38,0.00,0.00,83.28,83.28
1734,622,10,2,12.83,6.42,0.00,0.00,25.66,25.66
1735,622,58,1,4.77,2.92,0.00,0.00,4.77,4.77
1736,622,17,3,36.45,19.07,0.00,0.00,109.35,109.35
1737,623,35,2,21.68,12.45,0.00,0.00,43.36,43.36
1738,623,10,4,12.15,6.42,0.00,0.00,48.60,48.60
1739,623,15,2,4.09,1.91,0.00,0.00,8.18,8.18
1740,624,52,4,34.72,23.52,0.00,0.00,138.88,138.88
1741,624,13,2,9.37,6.09,0.00,0.00,18.74,18.74
1742,624,48,3,39.30,17.58,0.00,0.00,117.90,117.90
1743,624,47,4,31.67,15.78,0.00,0.00,126.68,126.68
1744,625,17,1,35.33,19.07,0.00,0.00,35.33,35.33
1745,626,22,2,17.16,11.58,0.00,0.00,34.32,34.32
1746,626,41,3,26.18,17.87,0.00,0.00,78.54,78.54
1747,626,56,4,12.90,5.85,0.00,0.00,51.60,51.60
1748,627,33,3,10.95,6.80,0.00,0.00,32.85,32.85
1749,627,2,3,12.90,7.99,0.00,0.00,38.70,38.70
1750,628,33,5,10.42,6.80,0.00,0.00,52.10,52.10
1751,629,59,5,4.71,1.97,0.00,0.00,23.55,23.55
1752,630,52,2,33.84,23.52,0.00,0.00,67.68,67.68
1753,631,1,4,16.50,8.14,0.00,0.00,66.00,66.00
1754,631,37,5,8.39,5.38,0.00,0.00,41.95,41.95
1755,631,47,3,31.80,15.78,0.00,0.00,95.40,95.40
1756,632,18,3,19.27,12.26,0.00,0.00,57.81,57.81
1757,632,31,3,5.22,3.03,0.00,0.00,15.66,15.66
1758,632,30,2,11.09,5.71,0.00,0.00,22.18,22.18
1759,632,25,3,5.31,3.77,0.00,0.00,15.93,15.93
1760,633,33,5,10.70,6.80,0.00,0.00,53.50,53.50
1761,633,56,3,12.80,5.85,0.00,0.00,38.40,38.40
1762,633,42,2,11.78,5.39,0.00,0.00,23.56,23.56
1763,634,37,2,8.62,5.38,0.00,0.00,17.24,17.24
1764,634,14,3,3.52,2.08,0.00,0.00,10.56,10.56
1765,634,26,3,5.64,3.42,0.00,0.00,16.92,16.92
1766,635,3,3,13.16,7.05,0.00,0.00,39.48,39.48
1767,635,54,5,10.21,5.48,0.00,0.00,51.05,51.05
1768,636,39,3,26.07,16.63,0.00,0.00,78.21,78.21
1769,636,59,5,4.63,1.97,0.00,0.00,23.15,23.15
1770,637,54,2,10.76,5.48,0.00,0.00,21.52,21.52
1771,638,21,4,10.27,5.46,0.00,0.00,41.08,41.08
1772,638,50,4,25.03,13.05,0.00,0.00,100.12,100.12
1773,639,51,4,25.37,17.62,0.00,0.00,101.48,101.48
1774,639,6,3,6.04,3.45,0.00,0.00,18.12,18.12
1775,640,41,1,28.91,17.87,0.00,0.00,28.91,28.91
1776,640,18,5,20.35,12.26,0.00,0.00,101.75,101.75
1777,640,47,1,29.79,15.78,0.00,0.00,29.79,29.79
1778,641,36,4,19.70,11.38,0.00,0.00,78.80,78.80
1779,641,24,5,32.26,14.40,0.00,0.00,161.30,161.30
1780,641,52,5,33.59,23.52,0.00,0.00,167.95,167.95
1781,642,32,1,29.82,17.58,0.00,0.00,29.82,29.82
1782,642,55,5,5.40,2.53,0.00,0.00,27.00,27.00
1783,643,11,4,3.39,2.23,0.00,0.00,13.56,13.56
1784,643,32,2,26.32,17.58,0.00,0.00,52.64,52.64
1785,643,12,1,7.12,3.53,0.00,0.00,7.12,7.12
1786,643,50,1,24.43,13.05,0.00,0.00,24.43,24.43
1787,644,18,2,19.79,12.26,0.00,0.00,39.58,39.58
1788,645,14,4,3.53,2.08,0.00,0.00,14.12,14.12
1789,645,26,5,5.12,3.42,0.00,0.00,25.60,25.60
1790,645,54,3,10.89,5.48,0.00,0.00,32.67,32.67
1791,645,50,3,24.01,13.05,0.00,0.00,72.03,72.03
1792,645,30,2,11.18,5.71,0.00,0.00,22.36,22.36
1793,645,56,3,13.41,5.85,0.00,0.00,40.23,40.23
1794,646,35,2,20.07,12.45,0.00,0.00,40.14,40.14
1795,647,3,5,13.39,7.05,0.00,0.00,66.95,66.95
1796,647,51,2,26.36,17.62,0.00,0.00,52.72,52.72
1797,648,39,2,25.71,16.63,0.00,0.00,51.42,51.42
1798,648,23,2,11.16,6.91,0.00,0.00,22.32,22.32
1799,648,24,5,32.97,14.40,0.00,0.00,164.85,164.85
1800,649,56,4,11.92,5.85,0.00,0.00,47.68,47.68
1801,649,27,4,10.85,5.35,0.00,0.00,43.40,43.40
1802,649,54,5,9.68,5.48,0.00,0.00,48.40,48.40
1803,650,34,2,12.81,6.89,0.00,0.00,25.62,25.62
1804,650,46,2,22.32,14.53,0.00,0.00,44.64,44.64
1805,650,41,5,28.49,17.87,0.00,0.00,142.45,142.45
1806,650,50,4,23.24,13.05,0.00,0.00,92.96,92.96
1807,651,33,1,10.29,6.80,0.00,0.00,10.29,10.29
1808,651,14,4,3.50,2.08,0.00,0.00,14.00,14.00
1809,651,50,5,25.15,13.05,0.00,0.00,125.75,125.75
1810,652,44,5,14.00,9.30,0.00,0.00,70.00,70.00
1811,652,59,4,4.40,1.97,0.00,0.00,17.60,17.60
1812,653,3,3,13.40,7.05,0.00,0.00,40.20,40.20
1813,654,25,5,5.66,3.77,0.00,0.00,28.30,28.30
1814,654,30,4,11.16,5.71,0.00,0.00,44.64,44.64
1815,655,25,2,5.73,3.77,0.00,0.00,11.46,11.46
1816,655,50,2,25.28,13.05,0.00,0.00,50.56,50.56
1817,655,45,2,16.58,11.07,0.00,0.00,33.16,33.16
1818,656,50,3,23.37,13.05,0.00,0.00,70.11,70.11
1819,656,34,2,13.00,6.89,0.00,0.00,26.00,26.00
1820,656,9,1,4.45,2.11,0.00,0.00,4.45,4.45
1821,657,10,2,12.50,6.42,0.00,0.00,25.00,25.00
1822,657,21,4,10.79,5.46,0.00,0.00,43.16,43.16
1823,658,11,4,3.52,2.23,0.00,0.00,14.08,14.08
1824,658,52,4,31.60,23.52,0.00,0.00,126.40,126.40
1825,658,59,4,4.70,1.97,0.00,0.00,18.80,18.80
1826,658,53,4,21.96,12.61,0.00,0.00,87.84,87.84
1827,658,51,3,24.74,17.62,0.00,0.00,74.22,74.22
1828,659,12,4,6.44,3.53,0.00,0.00,25.76,25.76
1829,659,31,5,5.01,3.03,0.00,0.00,25.05,25.05
1830,660,11,5,3.64,2.23,0.00,0.00,18.20,18.20
1831,660,17,4,34.32,19.07,0.00,0.00,137.28,137.28
1832,660,27,2,10.64,5.35,0.00,0.00,21.28,21.28
1833,660,57,1,6.57,4.03,0.00,0.00,6.57,6.57
1834,661,31,1,4.73,3.03,0.00,0.00,4.73,4.73
1835,661,60,3,3.39,1.51,0.00,0.00,10.17,10.17
1836,661,21,2,11.01,5.46,0.00,0.00,22.02,22.02
1837,661,32,2,26.75,17.58,0.00,0.00,53.50,53.50
1838,662,39,2,25.63,16.63,0.00,0.00,51.26,51.26
1839,662,15,1,4.17,1.91,0.00,0.00,4.17,4.17
1840,663,40,2,15.97,8.61,0.00,0.00,31.94,31.94
1841,663,9,4,4.59,2.11,0.00,0.00,18.36,18.36
1842,664,22,1,17.25,11.58,0.00,0.00,17.25,17.25
1843,664,15,5,4.23,1.91,0.00,0.00,21.15,21.15
1844,664,47,1,30.16,15.78,0.00,0.00,30.16,30.16
1845,665,39,5,24.15,16.63,0.00,0.00,120.75,120.75
1846,665,48,5,40.82,17.58,0.00,0.00,204.10,204.10
1847,666,19,2,33.23,20.01,0.00,0.00,66.46,66.46
1848,666,40,2,17.17,8.61,0.00,0.00,34.34,34.34
1849,666,4,2,8.53,4.13,0.00,0.00,17.06,17.06
1850,666,12,1,6.78,3.53,0.00,0.00,6.78,6.78
1851,666,57,4,6.11,4.03,0.00,0.00,24.44,24.44
1852,667,20,4,9.89,7.01,0.00,0.00,39.56,39.56
1853,668,13,2,10.25,6.09,0.00,0.00,20.50,20.50
1854,668,60,5,3.55,1.51,0.00,0.00,17.75,17.75
1855,668,25,2,5.53,3.77,0.00,0.00,11.06,11.06
1856,669,54,2,9.67,5.48,0.00,0.00,19.34,19.34
1857,669,16,1,5.25,3.65,0.00,0.00,5.25,5.25
1858,669,42,2,10.51,5.39,0.00,0.00,21.02,21.02
1859,669,6,5,6.20,3.45,0.00,0.00,31.00,31.00
1860,670,26,4,5.51,3.42,0.00,0.00,22.04,22.04
1861,670,19,4,37.01,20.01,0.00,0.00,148.04,148.04
1862,670,54,5,9.96,5.48,0.00,0.00,49.80,49.80
1863,670,2,5,12.54,7.99,0.00,0.00,62.70,62.70
1864,671,33,3,10.47,6.80,0.00,0.00,31.41,31.41
1865,671,10,2,12.24,6.42,0.00,0.00,24.48,24.48
1866,672,14,2,3.85,2.08,0.00,0.00,7.70,7.70
1867,672,46,1,22.09,14.53,0.00,0.00,22.09,22.09
1868,672,10,3,11.55,6.42,0.00,0.00,34.65,34.65
1869,673,56,4,12.39,5.85,0.00,0.00,49.56,49.56
1870,673,45,1,16.58,11.07,0.00,0.00,16.58,16.58
1871,673,32,1,26.70,17.58,0.00,0.00,26.70,26.70
1872,674,13,2,9.67,6.09,0.00,0.00,19.34,19.34
1873,674,59,2,4.54,1.97,0.00,0.00,9.08,9.08
1874,674,8,4,8.31,5.34,0.00,0.00,33.24,33.24
1875,674,19,2,37.08,20.01,0.00,0.00,74.16,74.16
1876,674,36,4,19.54,11.38,0.00,0.00,78.16,78.16
1877,675,53,4,22.35,12.61,0.00,0.00,89.40,89.40
1878,675,37,4,7.80,5.38,0.00,0.00,31.20,31.20
1879,675,20,2,11.10,7.01,0.00,0.00,22.20,22.20
1880,675,42,1,11.00,5.39,0.00,0.00,11.00,11.00
1881,676,43,3,15.10,10.28,0.00,0.00,45.30,45.30
1882,677,6,4,5.58,3.45,0.00,0.00,22.32,22.32
1883,677,34,3,13.85,6.89,0.00,0.00,41.55,41.55
1884,678,53,4,21.24,12.61,0.00,0.00,84.96,84.96
1885,678,9,1,4.24,2.11,0.00,0.00,4.24,4.24
1886,678,22,3,17.52,11.58,0.00,0.00,52.56,52.56
1887,679,17,1,37.54,19.07,0.00,0.00,37.54,37.54
1888,679,50,5,23.44,13.05,0.00,0.00,117.20,117.20
1889,679,44,5,12.92,9.30,0.00,0.00,64.60,64.60
1890,680,29,3,10.31,7.21,0.00,0.00,30.93,30.93
1891,681,33,3,10.89,6.80,0.00,0.00,32.67,32.67
1892,681,6,3,6.05,3.45,0.00,0.00,18.15,18.15
1893,682,51,3,23.58,17.62,0.00,0.00,70.74,70.74
1894,682,48,5,37.15,17.58,0.00,0.00,185.75,185.75
1895,683,14,4,3.65,2.08,0.00,0.00,14.60,14.60
1896,683,23,1,12.16,6.91,0.00,0.00,12.16,12.16
1897,683,31,5,4.91,3.03,0.00,0.00,24.55,24.55
1898,684,37,4,8.05,5.38,0.00,0.00,32.20,32.20
1899,684,2,4,12.57,7.99,0.00,0.00,50.28,50.28
1900,684,36,3,18.80,11.38,0.00,0.00,56.40,56.40
1901,685,34,1,13.46,6.89,0.00,0.00,13.46,13.46
1902,685,28,4,4.42,2.78,0.00,0.00,17.68,17.68
1903,686,41,3,25.13,17.87,0.00,0.00,75.39,75.39
1904,686,44,2,13.32,9.30,0.00,0.00,26.64,26.64
1905,686,38,4,8.13,4.85,0.00,0.00,32.52,32.52
1906,686,60,4,3.44,1.51,0.00,0.00,13.76,13.76
1907,687,49,2,18.43,10.66,0.00,0.00,36.86,36.86
1908,687,53,2,23.97,12.61,0.00,0.00,47.94,47.94
1909,688,36,4,20.67,11.38,0.00,0.00,82.68,82.68
1910,689,37,4,8.75,5.38,0.00,0.00,35.00,35.00
1911,690,6,4,5.61,3.45,0.00,0.00,22.44,22.44
1912,691,26,4,5.72,3.42,0.00,0.00,22.88,22.88
1913,691,17,5,36.18,19.07,0.00,0.00,180.90,180.90
1914,691,58,4,4.91,2.92,0.00,0.00,19.64,19.64
1915,691,36,5,20.00,11.38,0.00,0.00,100.00,100.00
1916,692,17,3,35.15,19.07,0.00,0.00,105.45,105.45
1917,693,34,5,13.27,6.89,0.00,0.00,66.35,66.35
1918,693,18,5,19.78,12.26,0.00,0.00,98.90,98.90
1919,694,22,2,17.26,11.58,0.00,0.00,34.52,34.52
1920,694,11,4,3.37,2.23,0.00,0.00,13.48,13.48
1921,694,52,3,33.98,23.52,0.00,0.00,101.94,101.94
1922,695,33,1,11.12,6.80,0.00,0.00,11.12,11.12
1923,695,8,3,8.13,5.34,0.00,0.00,24.39,24.39
1924,695,55,5,5.50,2.53,0.00,0.00,27.50,27.50
1925,695,30,2,10.93,5.71,0.00,0.00,21.86,21.86
1926,696,55,1,5.90,2.53,0.00,0.00,5.90,5.90
1927,696,52,3,33.55,23.52,0.00,0.00,100.65,100.65
1928,696,33,4,10.54,6.80,0.00,0.00,42.16,42.16
1929,697,39,1,24.59,16.63,0.00,0.00,24.59,24.59
1930,697,52,4,36.22,23.52,0.00,0.00,144.88,144.88
1931,697,26,1,5.69,3.42,0.00,0.00,5.69,5.69
1932,698,20,4,10.27,7.01,0.00,0.00,41.08,41.08
1933,698,44,2,13.31,9.30,0.00,0.00,26.62,26.62
1934,699,13,3,10.36,6.09,0.00,0.00,31.08,31.08
1935,699,15,3,3.94,1.91,0.00,0.00,11.82,11.82
1936,699,55,4,5.80,2.53,0.00,0.00,23.20,23.20
1937,699,35,4,22.23,12.45,0.00,0.00,88.92,88.92
1938,699,21,2,10.63,5.46,0.00,0.00,21.26,21.26
1939,700,6,3,5.65,3.45,0.00,0.00,16.95,16.95
1940,700,30,5,10.79,5.71,0.00,0.00,53.95,53.95
1941,700,9,1,4.07,2.11,0.00,0.00,4.07,4.07
1942,701,37,1,7.83,5.38,0.00,0.00,7.83,7.83
1943,701,59,4,4.70,1.97,0.00,0.00,18.80,18.80
1944,701,37,2,8.85,5.38,0.00,0.00,17.70,17.70
1945,701,21,4,9.97,5.46,0.00,0.00,39.88,39.88
1946,701,44,3,14.43,9.30,0.00,0.00,43.29,43.29
1947,701,52,3,34.81,23.52,0.00,0.00,104.43,104.43
1948,702,6,1,5.65,3.45,0.00,0.00,5.65,5.65
1949,702,5,3,5.69,2.76,0.00,0.00,17.07,17.07
1950,702,1,1,16.53,8.14,0.00,0.00,16.53,16.53
1951,703,28,1,4.83,2.78,0.00,0.00,4.83,4.83
1952,704,32,2,29.48,17.58,0.00,0.00,58.96,58.96
1953,704,8,1,8.34,5.34,0.00,0.00,8.34,8.34
1954,704,26,5,5.74,3.42,0.00,0.00,28.70,28.70
1955,704,21,5,10.14,5.46,0.00,0.00,50.70,50.70
1956,704,21,4,10.63,5.46,0.00,0.00,42.52,42.52
1957,705,41,2,27.63,17.87,0.00,0.00,55.26,55.26
1958,705,13,5,9.16,6.09,0.00,0.00,45.80,45.80
1959,705,11,2,3.58,2.23,0.00,0.00,7.16,7.16
1960,706,58,4,4.84,2.92,0.00,0.00,19.36,19.36
1961,706,57,2,6.64,4.03,0.00,0.00,13.28,13.28
1962,707,59,4,4.35,1.97,0.00,0.00,17.40,17.40
1963,708,12,3,6.57,3.53,0.00,0.00,19.71,19.71
1964,709,40,4,16.28,8.61,0.00,0.00,65.12,65.12
1965,709,4,3,8.41,4.13,0.00,0.00,25.23,25.23
1966,709,18,2,18.90,12.26,0.00,0.00,37.80,37.80
1967,710,53,2,21.23,12.61,0.00,0.00,42.46,42.46
1968,710,20,5,10.99,7.01,0.00,0.00,54.95,54.95
1969,710,36,1,21.28,11.38,0.00,0.00,21.28,21.28
1970,711,31,2,5.07,3.03,0.00,0.00,10.14,10.14
1971,711,34,3,13.60,6.89,0.00,0.00,40.80,40.80
1972,711,48,2,40.58,17.58,0.00,0.00,81.16,81.16
1973,711,29,4,10.47,7.21,0.00,0.00,41.88,41.88
1974,711,45,5,17.62,11.07,0.00,0.00,88.10,88.10
1975,712,16,2,5.93,3.65,0.00,0.00,11.86,11.86
1976,712,18,3,18.05,12.26,0.00,0.00,54.15,54.15
1977,712,58,3,4.31,2.92,0.00,0.00,12.93,12.93
1978,712,18,3,18.70,12.26,0.00,0.00,56.10,56.10
1979,712,55,4,5.86,2.53,0.00,0.00,23.44,23.44
1980,713,2,3,12.07,7.99,0.00,0.00,36.21,36.21
1981,713,30,4,11.24,5.71,0.00,0.00,44.96,44.96
1982,713,29,5,11.68,7.21,0.00,0.00,58.40,58.40
1983,714,39,1,26.93,16.63,0.00,0.00,26.93,26.93
1984,714,6,3,5.87,3.45,0.00,0.00,17.61,17.61
1985,714,8,3,8.19,5.34,0.00,0.00,24.57,24.57
1986,714,5,2,6.06,2.76,0.00,0.00,12.12,12.12
1987,714,8,3,9.14,5.34,0.00,0.00,27.42,27.42
1988,715,51,2,24.93,17.62,0.00,0.00,49.86,49.86
1989,715,49,1,20.27,10.66,0.00,0.00,20.27,20.27
1990,716,59,5,4.36,1.97,0.00,0.00,21.80,21.80
1991,716,46,1,21.72,14.53,0.00,0.00,21.72,21.72
1992,717,46,2,20.85,14.53,0.00,0.00,41.70,41.70
1993,717,58,5,4.45,2.92,0.00,0.00,22.25,22.25
1994,717,17,5,37.54,19.07,0.00,0.00,187.70,187.70
1995,718,15,5,3.92,1.91,0.00,0.00,19.60,19.60
1996,718,49,1,19.75,10.66,0.00,0.00,19.75,19.75
1997,718,51,5,25.41,17.62,0.00,0.00,127.05,127.05
1998,718,19,4,32.68,20.01,0.00,0.00,130.72,130.72
1999,718,54,1,10.04,5.48,0.00,0.00,10.04,10.04
2000,719,36,1,19.76,11.38,0.00,0.00,19.76,19.76
2001,719,58,4,4.88,2.92,0.00,0.00,19.52,19.52
2002,720,24,5,29.60,14.40,0.00,0.00,148.00,148.00
2003,720,4,5,7.88,4.13,0.00,0.00,39.40,39.40
2004,720,55,3,6.06,2.53,0.00,0.00,18.18,18.18
2005,720,58,2,4.72,2.92,0.00,0.00,9.44,9.44
2006,720,1,3,15.19,8.14,0.00,0.00,45.57,45.57
2007,720,12,5,6.51,3.53,0.00,0.00,32.55,32.55
2008,721,35,4,20.34,12.45,0.00,0.00,81.36,81.36
2009,721,12,4,6.33,3.53,0.00,0.00,25.32,25.32
2010,722,7,3,8.36,4.00,0.00,0.00,25.08,25.08
2011,722,36,4,18.43,11.38,0.00,0.00,73.72,73.72
2012,723,51,3,26.23,17.62,0.00,0.00,78.69,78.69
2013,723,34,1,13.23,6.89,0.00,0.00,13.23,13.23
2014,724,47,2,31.37,15.78,0.00,0.00,62.74,62.74
2015,724,3,3,14.32,7.05,0.00,0.00,42.96,42.96
2016,724,5,2,6.42,2.76,0.00,0.00,12.84,12.84
2017,725,42,5,11.71,5.39,0.00,0.00,58.55,58.55
2018,725,7,5,8.50,4.00,0.00,0.00,42.50,42.50
2019,725,45,4,16.00,11.07,0.00,0.00,64.00,64.00
2020,725,4,2,8.75,4.13,0.00,0.00,17.50,17.50
2021,726,11,1,3.30,2.23,0.00,0.00,3.30,3.30
2022,726,23,3,11.29,6.91,0.00,0.00,33.87,33.87
2023,727,21,3,10.34,5.46,0.00,0.00,31.02,31.02
2024,727,41,2,27.97,17.87,0.00,0.00,55.94,55.94
2025,727,25,1,5.78,3.77,0.00,0.00,5.78,5.78
2026,728,26,3,5.87,3.42,0.00,0.00,17.61,17.61
2027,728,1,5,15.74,8.14,0.00,0.00,78.70,78.70
2028,729,47,2,32.92,15.78,0.00,0.00,65.84,65.84
2029,729,45,2,15.96,11.07,0.00,0.00,31.92,31.92
2030,729,50,2,22.89,13.05,0.00,0.00,45.78,45.78
2031,729,49,3,18.78,10.66,0.00,0.00,56.34,56.34
2032,729,37,4,8.26,5.38,0.00,0.00,33.04,33.04
2033,730,33,5,10.10,6.80,0.00,0.00,50.50,50.50
2034,730,9,3,4.52,2.11,0.00,0.00,13.56,13.56
2035,730,25,2,5.47,3.77,0.00,0.00,10.94,10.94
2036,731,58,5,4.90,2.92,0.00,0.00,24.50,24.50
2037,731,13,5,10.17,6.09,0.00,0.00,50.85,50.85
2038,731,30,1,10.44,5.71,0.00,0.00,10.44,10.44
2039,731,59,2,4.45,1.97,0.00,0.00,8.90,8.90
2040,732,16,5,5.36,3.65,0.00,0.00,26.80,26.80
2041,732,27,3,10.54,5.35,0.00,0.00,31.62,31.62
2042,732,39,4,24.07,16.63,0.00,0.00,96.28,96.28
2043,732,46,4,20.85,14.53,0.00,0.00,83.40,83.40
2044,733,20,5,10.62,7.01,0.00,0.00,53.10,53.10
2045,733,38,5,8.07,4.85,0.00,0.00,40.35,40.35
2046,733,7,2,8.72,4.00,0.00,0.00,17.44,17.44
2047,734,38,4,7.86,4.85,0.00,0.00,31.44,31.44
2048,735,32,4,27.13,17.58,0.00,0.00,108.52,108.52
2049,735,56,2,13.36,5.85,0.00,0.00,26.72,26.72
2050,736,58,4,4.39,2.92,0.00,0.00,17.56,17.56
2051,736,26,3,5.09,3.42,0.00,0.00,15.27,15.27
2052,736,57,3,6.60,4.03,0.00,0.00,19.80,19.80
2053,736,31,1,5.25,3.03,0.00,0.00,5.25,5.25
2054,737,33,1,9.88,6.80,0.00,0.00,9.88,9.88
2055,738,60,5,3.42,1.51,0.00,0.00,17.10,17.10
2056,738,54,5,9.64,5.48,0.00,0.00,48.20,48.20
2057,739,55,5,6.15,2.53,0.00,0.00,30.75,30.75
2058,739,59,1,4.52,1.97,0.00,0.00,4.52,4.52
2059,739,18,3,18.30,12.26,0.00,0.00,54.90,54.90
2060,740,23,4,11.51,6.91,0.00,0.00,46.04,46.04
2061,740,16,1,5.97,3.65,0.00,0.00,5.97,5.97
2062,740,26,2,5.63,3.42,0.00,0.00,11.26,11.26
2063,740,18,4,20.39,12.26,0.00,0.00,81.56,81.56
2064,740,30,3,11.55,5.71,0.00,0.00,34.65,34.65
2065,741,21,5,10.26,5.46,0.00,0.00,51.30,51.30
2066,741,8,3,8.93,5.34,0.00,0.00,26.79,26.79
2067,742,56,1,11.74,5.85,0.00,0.00,11.74,11.74
2068,742,26,3,5.22,3.42,0.00,0.00,15.66,15.66
2069,743,53,2,24.21,12.61,0.00,0.00,48.42,48.42
2070,743,2,5,12.78,7.99,0.00,0.00,63.90,63.90
2071,743,52,1,31.98,23.52,0.00,0.00,31.98,31.98
2072,744,49,3,19.36,10.66,0.00,0.00,58.08,58.08
2073,744,15,2,4.15,1.91,0.00,0.00,8.30,8.30
2074,744,27,1,10.87,5.35,0.00,0.00,10.87,10.87
2075,744,32,3,29.25,17.58,0.00,0.00,87.75,87.75
2076,745,24,5,32.67,14.40,0.00,0.00,163.35,163.35
2077,745,1,5,16.41,8.14,0.00,0.00,82.05,82.05
2078,745,37,3,8.74,5.38,0.00,0.00,26.22,26.22
2079,746,34,3,12.46,6.89,0.00,0.00,37.38,37.38
2080,746,2,1,11.82,7.99,0.00,0.00,11.82,11.82
2081,747,17,1,35.82,19.07,0.00,0.00,35.82,35.82
2082,747,56,1,11.95,5.85,0.00,0.00,11.95,11.95
2083,747,46,5,20.19,14.53,0.00,0.00,100.95,100.95
2084,747,36,1,19.74,11.38,0.00,0.00,19.74,19.74
2085,747,52,4,34.20,23.52,0.00,0.00,136.80,136.80
2086,748,8,2,8.75,5.34,0.00,0.00,17.50,17.50
2087,748,3,2,12.91,7.05,0.00,0.00,25.82,25.82
2088,748,13,2,9.95,6.09,0.00,0.00,19.90,19.90
2089,748,35,1,21.55,12.45,0.00,0.00,21.55,21.55
2090,749,35,4,20.27,12.45,0.00,0.00,81.08,81.08
2091,749,2,2,11.57,7.99,0.00,0.00,23.14,23.14
2092,749,18,5,18.28,12.26,0.00,0.00,91.40,91.40
2093,750,14,1,3.79,2.08,0.00,0.00,3.79,3.79
2094,750,49,5,20.74,10.66,0.00,0.00,103.70,103.70
2095,751,58,4,4.63,2.92,0.00,0.00,18.52,18.52
2096,751,24,4,29.51,14.40,0.00,0.00,118.04,118.04
2097,751,50,2,25.42,13.05,0.00,0.00,50.84,50.84
2098,751,21,3,9.91,5.46,0.00,0.00,29.73,29.73
2099,752,47,4,33.09,15.78,0.00,0.00,132.36,132.36
2100,752,49,3,19.15,10.66,0.00,0.00,57.45,57.45
2101,753,5,1,6.23,2.76,0.00,0.00,6.23,6.23
2102,754,8,5,8.63,5.34,0.00,0.00,43.15,43.15
2103,754,28,4,4.67,2.78,0.00,0.00,18.68,18.68
2104,754,23,3,12.20,6.91,0.00,0.00,36.60,36.60
2105,755,51,2,26.40,17.62,0.00,0.00,52.80,52.80
2106,755,21,1,11.18,5.46,0.00,0.00,11.18,11.18
2107,756,3,2,14.18,7.05,0.00,0.00,28.36,28.36
2108,756,31,2,5.09,3.03,0.00,0.00,10.18,10.18
2109,756,51,1,25.92,17.62,0.00,0.00,25.92,25.92
2110,757,32,2,26.95,17.58,0.00,0.00,53.90,53.90
2111,757,54,5,9.44,5.48,0.00,0.00,47.20,47.20
2112,758,18,1,19.92,12.26,0.00,0.00,19.92,19.92
2113,759,46,4,20.52,14.53,0.00,0.00,82.08,82.08
2114,759,45,4,16.16,11.07,0.00,0.00,64.64,64.64
2115,759,15,3,4.00,1.91,0.00,0.00,12.00,12.00
2116,760,17,4,35.83,19.07,0.00,0.00,143.32,143.32
2117,760,26,3,5.43,3.42,0.00,0.00,16.29,16.29
2118,760,38,2,7.46,4.85,0.00,0.00,14.92,14.92
2119,760,39,2,26.94,16.63,0.00,0.00,53.88,53.88
2120,760,5,2,6.04,2.76,0.00,0.00,12.08,12.08
2121,760,56,4,11.78,5.85,0.00,0.00,47.12,47.12
2122,761,21,4,10.41,5.46,0.00,0.00,41.64,41.64
2123,761,57,1,6.69,4.03,0.00,0.00,6.69,6.69
2124,761,29,3,10.60,7.21,0.00,0.00,31.80,31.80
2125,761,28,3,4.37,2.78,0.00,0.00,13.11,13.11
2126,761,56,2,12.48,5.85,0.00,0.00,24.96,24.96
2127,762,47,4,32.52,15.78,0.00,0.00,130.08,130.08
2128,762,3,1,13.93,7.05,0.00,0.00,13.93,13.93
2129,762,32,3,28.45,17.58,0.00,0.00,85.35,85.35
2130,762,38,2,8.00,4.85,0.00,0.00,16.00,16.00
2131,763,18,4,20.29,12.26,0.00,0.00,81.16,81.16
2132,763,18,2,18.95,12.26,0.00,0.00,37.90,37.90
2133,764,3,2,12.78,7.05,0.00,0.00,25.56,25.56
2134,764,4,4,8.07,4.13,0.00,0.00,32.28,32.28
2135,764,13,5,9.94,6.09,0.00,0.00,49.70,49.70
2136,764,6,1,5.74,3.45,0.00,0.00,5.74,5.74
2137,764,56,5,12.17,5.85,0.00,0.00,60.85,60.85
2138,765,33,3,10.99,6.80,0.00,0.00,32.97,32.97
